first_surname,second_surname,name,team,race_time,gender,distance,style,category,date,event_time,Piscina Corta
gonzalez,castro,ilenia,C.D.N.Ciudad De Algeciras,1:07.22,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
marin,montes,de,C.D.N.Ciudad De Algeciras,1:10.86,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
camargo,jimenez,esperanza,C.N.San Fernando,1:12.17,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
corbacho,santamarta,sandra,C.KronosNatación Mijas,1:13.91,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
heredia,robles,ángela,C.N.Puerto Real,1:24.05,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
martin,martin,aitana,C.N.Los Barrios,1:24.07,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
cañero,gonzalez,carlota,C.N.Bahia De Cadiz,1:24.19,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
buscató,sánchez,mara,C.N.Los Barrios,1:24.32,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
lahitette,ainara,10,C.N.Los Barrios,1:25.72,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
vera,romero,triana,C.D.N.Sanlucar,1:26.84,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
cañero,gonzalez,berta,C.N.Bahia De Cadiz,1:28.22,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
alcazar,yudakova,aleksandra,C.KronosNatación Mijas,1:28.70,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
zapata,villabrille,paula,C.N.San Roque,1:28.71,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
romero,moreno,marta,C.D.N.Sanlucar,1:30.35,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
godoy,pilar,08,C.N.Estepona,1:32.60,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
tristancho,gonzalez,marina,C.N.San Roque,1:46.28,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
baro,morcillo,carmen,C.N.Puerto Real,1:54.82,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
faus,almecija,lucia,ClubNat. Melilla,1:55.76,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
de,la,fuente,ClubNat. Melilla,2:00.00,fem,100,mariposa,infantil,2023-04-15,11:15:00,True
