first_surname,second_surname,name,team,race_time,gender,distance,style,category,date,event_time,Piscina Corta
gutierrez,garcia,paula,C.N.Los Barrios,1:10.85,fem,100,espalda,infantil,2023-05-27,13:08:00,True
sanchez,serrano,paola,C.D.N.Sanlucar,1:13.37,fem,100,espalda,infantil,2023-05-27,13:08:00,True
maldonado,escalona,maria,C.N.Los Barrios,1:13.57,fem,100,espalda,infantil,2023-05-27,13:08:00,True
cruz,valero,maria,C.N.San Fernando,1:14.14,fem,100,espalda,infantil,2023-05-27,13:08:00,True
burrueco,reyero,rebeca,C.N.San Roque,1:14.61,fem,100,espalda,infantil,2023-05-27,13:08:00,True
moreno,montero,elena,C.N.San Fernando,1:15.41,fem,100,espalda,infantil,2023-05-27,13:08:00,True
torres,navas,blanca,C.N.Dos Hermanas,1:16.06,fem,100,espalda,infantil,2023-05-27,13:08:00,True
moreno,bedoya,maria,C.N.Portuense,1:16.80,fem,100,espalda,infantil,2023-05-27,13:08:00,True
martínez,molina,ana,C.N.Puerto Real,1:18.38,fem,100,espalda,infantil,2023-05-27,13:08:00,True
marín,domínguez,noelia,C.N.Portuense,1:20.74,fem,100,espalda,infantil,2023-05-27,13:08:00,True
sanz,muñoz,mirian,C.D.N.Ciudad De Algeciras,1:21.07,fem,100,espalda,infantil,2023-05-27,13:08:00,True
benabdelovahab,bentaovet,din1a0,C.N.Dos Hermanas,1:22.19,fem,100,espalda,infantil,2023-05-27,13:08:00,True
aguilera,mallado,fatima,C.N.Union Rinconada,1:23.38,fem,100,espalda,infantil,2023-05-27,13:08:00,True
andria,romero,paola,C.N.Bahia De Cadiz,1:23.52,fem,100,espalda,infantil,2023-05-27,13:08:00,True
herrera,gallardo,carla,C.N.Portuense,1:24.51,fem,100,espalda,infantil,2023-05-27,13:08:00,True
calvo,benitez,claudia,C.D.N.Sanlucar,1:24.60,fem,100,espalda,infantil,2023-05-27,13:08:00,True
gonzalez,macias,diana,C.N.Bahia De Cadiz,1:25.77,fem,100,espalda,infantil,2023-05-27,13:08:00,True
gallardo,salguero,blanca,C.N.Puerto Real,1:26.92,fem,100,espalda,infantil,2023-05-27,13:08:00,True
godoy,pilar,08,C.N.Estepona,1:27.29,fem,100,espalda,infantil,2023-05-27,13:08:00,True
guisado,ferrari,noah,C.N.Cadiz,1:27.87,fem,100,espalda,infantil,2023-05-27,13:08:00,True
diaz,ocaña,marta,C.D.N.Ciudad De Algeciras,1:28.84,fem,100,espalda,infantil,2023-05-27,13:08:00,True
luque,garcia,angela,C.N.San Roque,1:29.21,fem,100,espalda,infantil,2023-05-27,13:08:00,True
