first_surname,second_surname,name,team,race_time,gender,distance,style,category,date,event_time,Piscina Corta
monge,aixela,alexia,11C.D.N. Ciudad De Algeciras,1:19.62,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
ruz,alcaide,virginia,11Dkv Club Natacion Jerez,1:20.49,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
mena,orozco,carlota,11C.D.N. Sanlucar,1:21.92,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
redondo,zamora,paloma,11C.D.N. Ciudad De Algeciras,1:27.48,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
estrada,chávez,natalia,11C.N. Puerto Real,1:27.74,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
núñez,hormigo,julia,11C.N. Estepona,1:28.61,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
bravo,villar,marcela,11C.N. Bahia De Cadiz,1:34.05,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
mateo,gómez,alba,12C.N. Estepona,1:34.98,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
ballesteros,rivera,norah,11C.N. Los Barrios,1:35.53,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
macías,tellez,nerea,12C.Kronos Natación Mijas,1:36.38,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
caceres,valdivia,mencia,12C.N. San Roque,1:37.99,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
flores,esteso,jimena,11Club Nat. Melilla,1:38.98,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
verdejo,jaen,elena,12C.N. Los Barrios,1:44.23,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
jimenez,rubio,lola,12C.N. Los Barrios,1:44.87,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
rengifo,armenta,maría,11C.N. Los Barrios,1:46.60,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
rodriguez,reyes,jimena,12C.N.La Salle-Melilla,1:47.66,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
gisbert,alarcon,blanca,11Club Nat. Melilla,1:49.03,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
lozano,pérez,julia,11C.N. Cadiz,1:49.12,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
peña,navarro,jimena,11C.N. Cadiz,1:50.94,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
rabinowitz,,emanuelle,12C.N. Los Barrios,1:53.15,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
ríos,pinilla,alejandra,12C.N. Caballa - Ciudad De Ceuta,1:53.68,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
garcía,villalba,cayetana,12C.N. Caballa - Ciudad De Ceuta,1:56.66,fem,100,mariposa,alevin,2023-04-15,11:00:00,True
