first_surname,second_surname,name,team,race_time,gender,distance,style,category,date,event_time,Piscina Corta
gallego,guerrero,pablo,C.D.N.Ciudad De Algeciras,1:15.80,masc,100,braza,alevin,2023-04-15,16:58:00,True
sanchez,garcia,alejandro,C.N.San Fernando,1:17.31,masc,100,braza,alevin,2023-04-15,16:58:00,True
garcia,carrasco,guillermo,C.N.Estepona,1:20.14,masc,100,braza,alevin,2023-04-15,16:58:00,True
eraso,granado,mario,C.N.Bahia De Cadiz,1:20.73,masc,100,braza,alevin,2023-04-15,16:58:00,True
labrador,martin,ivan,C.N.San Roque,1:21.03,masc,100,braza,alevin,2023-04-15,16:58:00,True
vela,bahamonde,eric,C.N.Bahia De Cadiz,1:25.93,masc,100,braza,alevin,2023-04-15,16:58:00,True
gil,de,miguel,C.N.Los Barrios,1:28.56,masc,100,braza,alevin,2023-04-15,16:58:00,True
veremchut,vasilii,09,ClubDeportivo Waterpolo Jerez,1:28.77,masc,100,braza,alevin,2023-04-15,16:58:00,True
oliva,flores,marcos,C.N.Estepona,1:29.03,masc,100,braza,alevin,2023-04-15,16:58:00,True
roman,muñoz,jose,C.N.LaSalle-Melilla,1:29.21,masc,100,braza,alevin,2023-04-15,16:58:00,True
vidal,vidal,manuel,C.D.N.Sanlucar,1:31.94,masc,100,braza,alevin,2023-04-15,16:58:00,True
riquelme,croizer,elian,C.KronosNatación Mijas,1:32.80,masc,100,braza,alevin,2023-04-15,16:58:00,True
muñoz,rodriguez,rodrigo,DkvClub Natacion Jerez,1:33.29,masc,100,braza,alevin,2023-04-15,16:58:00,True
prats,silva,daniel,C.D.N.Sanlucar,1:34.09,masc,100,braza,alevin,2023-04-15,16:58:00,True
moncayo,viruel,rodrigo,C.N.Caballa - Ciudad De Ceuta,1:36.68,masc,100,braza,alevin,2023-04-15,16:58:00,True
jiménez,rubio,juan,C.N.Los Barrios,1:36.86,masc,100,braza,alevin,2023-04-15,16:58:00,True
gallego,gomez,miguel,C.N.San Roque,1:37.34,masc,100,braza,alevin,2023-04-15,16:58:00,True
matres,casado,mario,C.N.Caballa - Ciudad De Ceuta,1:40.02,masc,100,braza,alevin,2023-04-15,16:58:00,True
delaunay,morgan,10,C.N.Los Barrios,1:41.12,masc,100,braza,alevin,2023-04-15,16:58:00,True
sousa,granja,ricardo,ClubNat. Melilla,1:41.31,masc,100,braza,alevin,2023-04-15,16:58:00,True
nuñez,gonçalves,gonzalo,C.KronosNatación Mijas,1:42.69,masc,100,braza,alevin,2023-04-15,16:58:00,True
palmero,espinosa,jose,ClubDeportivo Waterpolo Jerez,1:43.82,masc,100,braza,alevin,2023-04-15,16:58:00,True
